"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","X","Y","Z","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle"
0.01087580714374781,7.789218425750732,-2.087116718292236,0.01087580746571484,7.78921827044785,-2.087116779706727,0.0,0.0,8.0,8.064,258890332.0,258890332.0,-15.0
0.0125832986086607,8.010769844055176,0.1398286819458008,0.01258329820561544,8.010769850691675,0.1398286803755155,3.0,1.0,9.0,8.012,258890334.0,258890334.0,1.0
0.01366598717868328,7.830026149749756,-1.807706713676453,0.01366598714928102,7.830025914787558,-1.807706672707299,3.0,2.0,10.0,8.036,258890336.0,258890336.0,-13.0
0.01402018126100302,8.032963752746582,0.4209904372692108,0.01402018083622528,8.032963742646821,0.4209904320182402,6.0,3.0,10.0,8.044,258890339.0,258890339.0,3.0
0.01505408715456724,7.84122371673584,-1.524182200431824,0.01505408689812488,7.841223490489478,-1.52418225506784,0.0,4.0,11.0,7.988,258890341.0,258890341.0,-11.0
0.01685830391943455,8.049235343933105,0.7042183876037598,0.01685830407263871,8.04923550660011,0.7042184014010779,3.0,5.0,12.0,8.08,258890343.0,258890343.0,5.0
0.01787415146827698,7.877781867980957,-1.247721314430237,0.0178741508816849,7.877781926997167,-1.247721293160881,0.0,6.0,13.0,7.976,258890345.0,258890345.0,-9.0
0.01974634826183319,8.081286430358887,0.992260217666626,0.01974634765644086,8.081286641936911,0.9922601940047107,3.0,7.0,14.0,8.142,258890348.0,258890348.0,7.0
0.02062670886516571,7.878804206848145,-0.9673988223075867,0.02062670868232923,7.878804351414866,-0.9673988479500606,0.0,8.0,15.0,7.938,258890350.0,258890350.0,-7.0
0.0222692433744669,7.974564552307129,1.263051867485046,0.02226924318726398,7.974564568215692,1.263051870734824,51.0,9.0,16.0,8.074,258890352.0,258890352.0,9.0
0.02210495248436928,7.915732383728027,-0.6925395131111145,0.02210495181372586,7.915732206681741,-0.6925395318728917,2.0,10.0,16.0,7.946,258890355.0,258890355.0,-5.0
0.02392362244427204,8.063050270080566,1.567305088043213,0.02392362172030247,8.063050193405793,1.567305088022939,14.0,11.0,17.0,8.214,258890357.0,258890357.0,11.0
0.02501041255891323,7.961035251617432,-0.4172222316265106,0.02501041249793399,7.961035364767068,-0.4172222431687482,5.0,12.0,18.0,7.972,258890359.0,258890359.0,-3.0
0.02711562253534794,8.176868438720703,1.887789249420166,0.02711562259330812,8.176868624231659,1.887789248053715,5.0,13.0,19.0,8.392,258890362.0,258890362.0,13.0
0.02782323397696018,7.970737457275391,-0.1391305774450302,0.02782323482322779,7.970737265031821,-0.1391305841180242,6.0,14.0,20.0,7.972,258890364.0,258890364.0,-1.0
0.0287269726395607,8.22963809967041,2.205138206481934,0.028726972203616,8.229637901907044,2.205138264273477,8.0,15.0,20.0,8.52,258890366.0,258890366.0,15.0
0.03804630413651466,7.785269260406494,-2.086081504821777,0.03804630544463571,7.785269195043123,-2.086081503526317,0.0,0.0,28.0,8.06,258890387.0,258890387.0,-15.0
0.04043469205498695,7.988680839538574,0.1394447237253189,0.04043469208874676,7.988680754897305,0.1394447274338953,2.0,1.0,29.0,7.99,258890389.0,258890389.0,1.0
0.04085494577884674,7.802648544311523,-1.801408052444458,0.04085494547240862,7.802648520558671,-1.801408043185671,0.0,2.0,30.0,8.008000000000001,258890391.0,258890391.0,-13.0
0.04203945770859718,8.028871536254883,0.4207810759544373,0.04203945652469698,8.028871400135513,0.4207810881932684,4.0,3.0,30.0,8.040000000000001,258890394.0,258890394.0,3.0
0.04232937470078468,7.823453903198242,-1.520747661590576,0.04232937346887568,7.823454139823244,-1.520747693151062,0.0,4.0,31.0,7.97,258890396.0,258890396.0,-11.0
0.04492189362645149,8.043150901794434,0.7036954760551453,0.04492189404746699,8.043150546473493,0.7036954669445921,3.0,5.0,32.0,8.074,258890398.0,258890398.0,5.0
0.04530436918139458,7.865819454193115,-1.245844125747681,0.04530436887838938,7.865819476922606,-1.245844079580399,0.0,6.0,33.0,7.964,258890401.0,258890401.0,-9.0
0.04780204594135284,8.055362701416016,0.9890915751457214,0.047802045834008,8.055362734779637,0.9890915910761768,3.0,7.0,34.0,8.116,258890403.0,258890403.0,7.0
0.04814086854457855,7.880669593811035,-0.967642605304718,0.04814086874030914,7.88066940565861,-0.967642586636871,0.0,8.0,35.0,7.94,258890405.0,258890405.0,-7.0
0.05005588755011559,7.966536998748779,1.261800408363342,0.05005588630695237,7.96653689951834,1.261800395014502,51.0,9.0,36.0,8.066,258890408.0,258890408.0,9.0
0.04966076835989952,7.903652667999268,-0.6914936900138855,0.04966076815611054,7.903652720242231,-0.6914936629599199,2.0,10.0,36.0,7.934,258890410.0,258890410.0,-5.0
0.05199270695447922,8.051137924194336,1.565015435218811,0.05199270520562901,8.051138280934156,1.565015380078421,15.0,11.0,37.0,8.202,258890412.0,258890412.0,11.0
0.05244181305170059,7.906974792480469,-0.4143961071968079,0.05244181136864456,7.906974751917181,-0.4143961015316293,2.0,12.0,38.0,7.918,258890415.0,258890415.0,-3.0
0.05561826005578041,8.170878410339355,1.886439561843872,0.05561826177833285,8.170878071808632,1.886439541727652,5.0,13.0,39.0,8.386000000000001,258890417.0,258890417.0,13.0
0.05554840713739395,7.956593990325928,-0.1388862431049347,0.05554840787086489,7.9565940567447,-0.1388862504279022,4.0,14.0,40.0,7.958,258890419.0,258890419.0,-1.0
0.05729175359010696,8.206305503845215,2.198926687240601,0.05729175326721704,8.206305833393914,2.198926607191016,11.0,15.0,40.0,8.496,258890421.0,258890421.0,15.0
0.06512463092803955,7.773498058319092,-2.082975625991821,0.0651246302676136,7.773498254965581,-2.082975674985087,0.0,0.0,48.0,8.048,258890442.0,258890442.0,-15.0
0.06820043921470642,7.974493503570557,0.1392003893852234,0.0682004356375764,7.974493585862392,0.1392003937437733,2.0,1.0,49.0,7.976,258890444.0,258890444.0,1.0
0.06790395826101303,7.781023025512695,-1.796459078788757,0.06790395942178551,7.781023048577817,-1.796459119990106,0.0,2.0,50.0,7.986,258890447.0,258890447.0,-13.0
0.07119978964328766,7.998705863952637,0.4192110002040863,0.07119979301820421,7.998705690234084,0.4192110095059801,3.0,3.0,51.0,8.01,258890449.0,258890449.0,3.0
0.06963806599378586,7.823258876800537,-1.520747661590576,0.06963806684895896,7.823258719575958,-1.520747693151062,0.0,4.0,51.0,7.97,258890451.0,258890451.0,-11.0
0.07285279780626297,8.027006149291992,0.7023009657859802,0.07285279837113023,8.027006279441819,0.7023009750606295,3.0,5.0,52.0,8.058,258890454.0,258890454.0,5.0
0.07261474430561066,7.84981107711792,-1.243341088294983,0.07261474709569053,7.849811076553397,-1.243341128139755,0.0,6.0,53.0,7.948,258890456.0,258890456.0,-9.0
0.0756957158446312,8.031326293945312,0.9861667156219482,0.07569571261130723,8.03132674879916,0.9861667268344534,3.0,7.0,54.0,8.092,258890458.0,258890458.0,7.0
0.07528719305992126,7.842738151550293,-0.9630115628242493,0.07528719597879903,7.842738334894944,-0.9630115515874754,0.0,8.0,55.0,7.902,258890461.0,258890461.0,-7.0
0.07641671597957611,7.960401058197022,1.260861754417419,0.07641671356011255,7.960401248485192,1.260861788224261,45.0,9.0,55.0,8.06,258890463.0,258890463.0,9.0
0.07707410305738449,7.885500431060791,-0.6899248361587524,0.0770741052244989,7.885500571962628,-0.6899248595904621,1.0,10.0,56.0,7.916,258890465.0,258890465.0,-5.0
0.07380716502666473,7.418771266937256,1.442134380340576,0.07380716492934171,7.418771118728218,1.442134387055926,9.0,11.0,57.0,7.558,258890468.0,258890468.0,11.0
0.0799206793308258,7.894760608673096,-0.413768082857132,0.07992067811611539,7.894760583412964,-0.413768070056714,1.0,12.0,58.0,7.906000000000001,258890470.0,258890470.0,-3.0
0.08377841114997864,8.13555908203125,1.878341317176819,0.08377840970854597,8.135558685463065,1.878341303771273,5.0,13.0,59.0,8.35,258890472.0,258890472.0,13.0
0.08327988535165787,7.952352523803711,-0.1388164460659027,0.08327988499864034,7.952352510830845,-0.1388164408021531,6.0,14.0,60.0,7.954,258890474.0,258890474.0,-1.0
0.08730728179216385,8.20024585723877,2.197373628616333,0.08730728165430271,8.2002455019488,2.197373692920401,11.0,15.0,61.0,8.49,258890477.0,258890477.0,15.0
0.09219002723693848,7.767428398132324,-2.081422805786133,0.09219002477486819,7.767428421975433,-2.081422760714472,0.0,0.0,68.0,8.042,258890497.0,258890497.0,-15.0
0.09596395492553711,7.968208312988281,0.1390956789255142,0.0959639535786338,7.96820828741394,0.1390956793051496,2.0,1.0,69.0,7.97,258890500.0,258890500.0,1.0
0.09496915340423584,7.772944450378418,-1.794659495353699,0.09496915380487139,7.772944236092877,-1.794659511555355,1.0,2.0,70.0,7.978,258890502.0,258890502.0,-13.0
0.0974312573671341,7.974460124969482,0.4179549515247345,0.09743125927155016,7.974460283452793,0.4179549465561494,2.0,3.0,70.0,7.986,258890504.0,258890504.0,3.0
0.09675128757953644,7.807263374328613,-1.517694711685181,0.09675129005654692,7.80726314633029,-1.517694749225037,0.0,4.0,71.0,7.954,258890507.0,258890507.0,-11.0
0.1007466539740562,8.016741752624512,0.7014294266700745,0.1007466531332169,8.016741912021446,0.7014294176331529,5.0,5.0,72.0,8.048,258890509.0,258890509.0,5.0
0.0999397560954094,7.843584060668945,-1.24240255355835,0.09993975663692256,7.843584130994436,-1.242402521349514,0.0,6.0,73.0,7.942,258890511.0,258890511.0,-9.0
0.1037298142910004,8.031013488769531,0.9861667156219482,0.1037298135289422,8.031013591861855,0.9861667268344534,3.0,7.0,74.0,8.092,258890514.0,258890514.0,7.0
0.1024811118841171,7.828533172607422,-0.9613053798675537,0.1024811145834152,7.828533297242691,-0.9613053807798033,0.0,8.0,75.0,7.888,258890516.0,258890516.0,-7.0
0.1053829193115234,7.944265842437744,1.258358836174011,0.1053829164270129,7.944266075529817,1.258358836783617,52.0,9.0,76.0,8.044,258890518.0,258890518.0,9.0
0.1044670343399048,7.875222206115723,-0.6890532970428467,0.1044670330000651,7.875222421353854,-0.6890533021629855,0.0,10.0,76.0,7.906000000000001,258890521.0,258890521.0,-5.0
0.1003362610936165,7.465582370758057,1.451293230056763,0.1003362619859693,7.465582135875081,1.451293218834,19.0,11.0,77.0,7.606,258890523.0,258890523.0,11.0
0.1073421016335487,7.884448051452637,-0.4132447242736816,0.1073421035020878,7.884448140616072,-0.4132447104942845,2.0,12.0,78.0,7.896,258890525.0,258890525.0,-3.0
0.1119613498449326,8.119627952575684,1.874742031097412,0.111961350144462,8.119628240484476,1.874742086901771,5.0,13.0,79.0,8.334,258890527.0,258890527.0,13.0
0.1106194630265236,7.92202091217041,-0.1382928639650345,0.1106194665604279,7.922020854309195,-0.1382928686090346,4.0,14.0,80.0,7.924,258890530.0,258890530.0,-1.0
0.1157670915126801,8.188301086425781,2.194267749786377,0.1157670883174067,8.188300832322625,2.194267864379171,11.0,15.0,81.0,8.478,258890532.0,258890532.0,15.0
