"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","X","Y","Z","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle"
0.5045176148414612,0.006252220831811428,-0.09807582199573517,0.5045176335446026,0.006252220654898898,-0.09807582362354403,62.0,4.0,8929.0,0.514,259014813.0,259014813.0,-11.0
0.5293038487434387,0.004988718777894974,-0.1418328434228897,0.5293038438483595,0.004988718912973622,-0.1418328367161814,57.0,0.0,8946.0,0.548,259014860.0,259014860.0,-15.0
0.526138186454773,0.004775209818035364,-0.12147356569767,0.5261381656213476,0.0047752096312093,-0.1214735693456871,58.0,2.0,8948.0,0.54,259014864.0,259014864.0,-13.0
0.5163154602050781,0.004595937673002482,-0.1003655344247818,0.5163154437260922,0.004595937661549954,-0.1003655315680626,60.0,4.0,8949.0,0.526,259014869.0,259014869.0,-11.0
0.5293180346488953,0.00314107327722013,-0.1418328434228897,0.5293180330269436,0.003141073308378294,-0.1418328367161814,57.0,0.0,8966.0,0.548,259014915.0,259014915.0,-15.0
0.528100311756134,0.002949499292299151,-0.1219234690070152,0.528100338536146,0.002949499368074536,-0.1219234714543748,58.0,2.0,8968.0,0.542,259014919.0,259014919.0,-13.0
0.4986593127250671,0.002698032883927226,-0.09693097323179245,0.4986593102923724,0.002698032838417756,-0.09693096965128477,62.0,4.0,8969.0,0.508,259014924.0,259014924.0,-11.0
0.493837833404541,0.002499559195712209,-0.07821723073720932,0.4938378445808454,0.002499559288954751,-0.07821723252011543,63.0,6.0,8971.0,0.5,259014929.0,259014929.0,-9.0
0.5100073218345642,0.00124618539121002,-0.1366564631462097,0.510007313777143,0.001246185436971069,-0.136656455814131,60.0,0.0,8986.0,0.528,259014970.0,259014970.0,-15.0
0.5261586904525757,0.001101985806599259,-0.12147356569767,0.5261586809867994,0.001101985775824474,-0.1214735693456871,58.0,2.0,8988.0,0.54,259014975.0,259014975.0,-13.0
0.5065187215805054,0.0009724472765810788,-0.0984574407339096,0.5065186931763358,0.0009724472758429022,-0.09845744161429712,61.0,4.0,8989.0,0.516,259014979.0,259014979.0,-11.0
0.5215996503829956,-0.000546218070667237,-0.139762282371521,0.5215996601969495,-0.0005462180865282247,-0.1397622843553612,58.0,0.0,9006.0,0.54,259015025.0,259015025.0,-15.0
0.5398004651069641,-0.0007537041674368083,-0.1246228814125061,0.5398004897061693,-0.000753704157735157,-0.1246228841065012,57.0,2.0,9008.0,0.554,259015030.0,259015030.0,-13.0
0.5065190196037292,-0.0007956388290040195,-0.0984574407339096,0.5065190017655811,-0.00079563884181205,-0.09845744161429712,61.0,4.0,9009.0,0.516,259015035.0,259015035.0,-11.0
0.5273904800415039,-0.002301189582794905,-0.1413151919841766,0.5273904807287725,-0.002301189686918025,-0.1413151986259763,58.0,0.0,9025.0,0.546,259015081.0,259015081.0,-15.0
0.5320001244544983,-0.00250701024197042,-0.1228232756257057,0.532000148358201,-0.002507010194112862,-0.1228232756717503,58.0,2.0,9027.0,0.546,259015085.0,259015085.0,-13.0
0.5163297057151794,-0.002523283241316676,-0.1003655344247818,0.5163297329373034,-0.002523283169448636,-0.1003655315680626,60.0,4.0,9028.0,0.526,259015090.0,259015090.0,-11.0
0.5273792147636414,-0.004142112098634243,-0.1413151919841766,0.5273792350344485,-0.00414211199521438,-0.1413151986259763,58.0,0.0,9045.0,0.546,259015136.0,259015136.0,-15.0
0.5280908346176147,-0.004332051146775484,-0.1219234690070152,0.5280908070033833,-0.004332051134235283,-0.1219234714543748,58.0,2.0,9047.0,0.542,259015140.0,259015140.0,-13.0
0.5182809829711914,-0.004342041909694672,-0.1007471531629562,0.5182809648508307,-0.004342042038678272,-0.1007471495588157,60.0,4.0,9048.0,0.528,259015145.0,259015145.0,-11.0
0.5447481870651245,-0.006085148546844721,-0.1459739357233048,0.5447481797921988,-0.00608514865830164,-0.1459739414378217,55.0,0.0,9064.0,0.5640000000000001,259015191.0,259015191.0,-15.0
0.5261249542236328,-0.00606079213321209,-0.12147356569767,0.52612492694113,-0.006060792160210562,-0.1214735693456871,58.0,2.0,9066.0,0.54,259015196.0,259015196.0,-13.0
0.4986325204372406,-0.005831127986311913,-0.09693097323179245,0.4986325150557605,-0.005831127817892686,-0.09693096965128477,62.0,4.0,9067.0,0.508,259015200.0,259015200.0,-11.0
0.4938083589076996,-0.005947108846157789,-0.07821723073720932,0.4938083600268973,-0.005947108914461053,-0.07821723252011543,63.0,6.0,9069.0,0.5,259015205.0,259015205.0,-9.0
0.5350654125213623,-0.007845030166208744,-0.1433857530355454,0.5350653996566841,-0.00784503054075384,-0.1433857509867965,57.0,0.0,9084.0,0.554,259015246.0,259015246.0,-15.0
0.528049111366272,-0.007926522754132748,-0.1219234690070152,0.5280490861082441,-0.00792652311940455,-0.1219234714543748,100.0,2.0,9086.0,0.542,259015251.0,259015251.0,-13.0
0.5064612627029419,-0.007690883241593838,-0.0984574407339096,0.5064612349510558,-0.007690883084455826,-0.09845744161429712,61.0,4.0,9087.0,0.516,259015256.0,259015256.0,-11.0
0.4977348744869232,-0.007732152007520199,-0.07884296774864197,0.4977348690315791,-0.007732151817683026,-0.07884297038027636,63.0,6.0,9089.0,0.504,259015260.0,259015260.0,-9.0
0.5273086428642273,-0.009572453796863556,-0.1413151919841766,0.527308621933502,-0.00957245380725229,-0.1413151986259763,58.0,0.0,9104.0,0.546,259015302.0,259015302.0,-15.0
0.5338634252548218,-0.009877861477434635,-0.123273178935051,0.5338634202531425,-0.009877861890569113,-0.123273177780438,100.0,2.0,9106.0,0.548,259015306.0,259015306.0,-13.0
0.510357141494751,-0.009532039053738117,-0.09922067821025848,0.5103571272799733,-0.009532039234226753,-0.0992206775958033,61.0,4.0,9107.0,0.52,259015311.0,259015311.0,-11.0
0.5369290113449097,-0.01162207592278719,-0.1439033895730972,0.536928991540221,-0.01162207622391185,-0.1439033890770015,56.0,0.0,9124.0,0.556,259015357.0,259015357.0,-15.0
0.5221360921859741,-0.01148422341793776,-0.1205737665295601,0.5221360740047833,-0.01148422333700278,-0.1205737651283117,100.0,2.0,9126.0,0.536,259015362.0,259015362.0,-13.0
0.5103207230567932,-0.01131345983594656,-0.09922067821025848,0.5103207449834618,-0.01131345999039126,-0.0992206775958033,61.0,4.0,9127.0,0.52,259015366.0,259015366.0,-11.0
0.5407452583312988,-0.01368771027773619,-0.144938662648201,0.5407452541543434,-0.01368771065425601,-0.1449386652574116,56.0,0.0,9145.0,0.56,259015412.0,259015412.0,-15.0
0.522090494632721,-0.01339787058532238,-0.1205737665295601,0.5220904751350576,-0.01339787057829094,-0.1205737651283117,7.0,2.0,9147.0,0.536,259015417.0,259015417.0,-13.0
0.5200888514518738,-0.01343733724206686,-0.1011287644505501,0.5200888484953914,-0.01343733770667094,-0.1011287675495688,60.0,4.0,9148.0,0.53,259015422.0,259015422.0,-11.0
0.548418402671814,-0.0157976821064949,-0.1470092236995697,0.5484183833043924,-0.01579768302859569,-0.1470092176182318,55.0,0.0,9165.0,0.5680000000000001,259015468.0,259015468.0,-15.0
0.5181447267532349,-0.01510664075613022,-0.1196739599108696,0.5181447022563286,-0.01510664104254645,-0.1196739609109362,100.0,2.0,9167.0,0.532,259015472.0,259015472.0,-13.0
0.5102267265319824,-0.01496491767466068,-0.09922067821025848,0.5102267225181462,-0.0149649178354037,-0.0992206775958033,61.0,4.0,9168.0,0.52,259015477.0,259015477.0,-11.0
0.5348470211029053,-0.01718201488256455,-0.1433857530355454,0.5348469919431588,-0.01718201452994011,-0.1433857509867965,57.0,0.0,9184.0,0.554,259015523.0,259015523.0,-15.0
0.5219871997833252,-0.01695128902792931,-0.1205737665295601,0.5219871846450289,-0.01695128989603285,-0.1205737651283117,7.0,2.0,9186.0,0.536,259015528.0,259015528.0,-13.0
0.4964388310909271,-0.0162083562463522,-0.09654935449361801,0.4964388299639866,-0.01620835580554126,-0.09654935166053168,63.0,4.0,9187.0,0.506,259015532.0,259015532.0,-11.0
0.5328531265258789,-0.0189801063388586,-0.1428681164979935,0.5328531297671537,-0.01898010576144661,-0.1428681128965915,57.0,0.0,9204.0,0.552,259015578.0,259015578.0,-15.0
0.5258197784423828,-0.01891336031258106,-0.12147356569767,0.5258197949202593,-0.01891336089739418,-0.1214735693456871,100.0,2.0,9206.0,0.54,259015583.0,259015583.0,-13.0
0.5022651553153992,-0.01815389283001423,-0.09769420325756073,0.5022651474654783,-0.01815389289544512,-0.09769420563279094,62.0,4.0,9207.0,0.512,259015587.0,259015587.0,-11.0
0.5443621873855591,-0.02138804830610752,-0.1459739357233048,0.5443621587203272,-0.02138804746704767,-0.1459739414378217,10.0,0.0,9225.0,0.5640000000000001,259015634.0,259015634.0,-15.0
0.5218524932861328,-0.0206860862672329,-0.1205737665295601,0.5218525203635863,-0.02068608597476895,-0.1205737651283117,100.0,2.0,9227.0,0.536,259015638.0,259015638.0,-13.0
0.5139654278755188,-0.02046328969299793,-0.09998391568660736,0.5139654373595152,-0.02046328970638274,-0.09998391357730949,60.0,4.0,9228.0,0.524,259015643.0,259015643.0,-11.0
0.5500744581222534,-0.02353584207594395,-0.1475268602371216,0.5500744413388619,-0.0235358414024478,-0.1475268557084369,10.0,0.0,9245.0,0.5700000000000001,259015689.0,259015689.0,-15.0
0.5100955367088318,-0.02200366370379925,-0.1178743541240692,0.5100955555364608,-0.02200366447366225,-0.1178743524761853,100.0,2.0,9247.0,0.524,259015693.0,259015693.0,-13.0
0.5178136825561523,-0.02242714166641235,-0.1007471531629562,0.5178137070087157,-0.02242714180776686,-0.1007471495588157,60.0,4.0,9248.0,0.528,259015698.0,259015698.0,-11.0
0.5461337566375732,-0.02518186159431934,-0.1464915722608566,0.5461337665895073,-0.02518186089512419,-0.1464915795280267,10.0,0.0,9264.0,0.5660000000000001,259015744.0,259015744.0,-15.0
0.5139130353927612,-0.02387595921754837,-0.1187741532921791,0.5139130648716018,-0.02387595979244115,-0.1187741566935607,60.0,2.0,9266.0,0.528,259015749.0,259015749.0,-13.0
0.5000863671302795,-0.02332105487585068,-0.09731258451938629,0.5000863812378133,-0.02332105458333911,-0.09731258764203785,62.0,4.0,9267.0,0.51,259015753.0,259015753.0,-11.0
0.5363951325416565,-0.02660948224365711,-0.1439033895730972,0.53639514358848,-0.02660948227318853,-0.1439033890770015,7.0,0.0,9284.0,0.556,259015799.0,259015799.0,-15.0
0.5177192091941833,-0.02586417272686958,-0.1196739599108696,0.5177192169760547,-0.02586417316653711,-0.1196739609109362,100.0,2.0,9286.0,0.532,259015804.0,259015804.0,-13.0
0.4980411231517792,-0.02496824041008949,-0.09693097323179245,0.498041136990344,-0.02496823958206101,-0.09693096965128477,62.0,4.0,9287.0,0.508,259015809.0,259015809.0,-11.0
0.5401522517204285,-0.0287808682769537,-0.144938662648201,0.540152242400908,-0.02878086764972185,-0.1449386652574116,7.0,0.0,9305.0,0.56,259015855.0,259015855.0,-15.0
0.5312425494194031,-0.02849210239946842,-0.1228232756257057,0.531242546375867,-0.02849210194678761,-0.1228232756717503,100.0,2.0,9307.0,0.546,259015859.0,259015859.0,-13.0
0.5018671154975891,-0.02700445614755154,-0.09769420325756073,0.5018671154106749,-0.02700445620904729,-0.09769420563279094,62.0,4.0,9308.0,0.512,259015864.0,259015864.0,-11.0
0.5284759998321533,-0.03000904247164726,-0.1418328434228897,0.5284760200400903,-0.03000904316413873,-0.1418328367161814,57.0,0.0,9325.0,0.548,259015910.0,259015910.0,-15.0
0.5136297345161438,-0.02934588305652142,-0.1187741532921791,0.5136297487959072,-0.02934588307730528,-0.1187741566935607,5.0,2.0,9327.0,0.528,259015915.0,259015915.0,-13.0
0.4978497326374054,-0.02853147685527802,-0.09693097323179245,0.4978497181999214,-0.02853147754184244,-0.09693096965128477,62.0,4.0,9328.0,0.508,259015919.0,259015919.0,-11.0
0.5418722033500671,-0.03257279098033905,-0.1454562991857529,0.5418721963653225,-0.03257278960524456,-0.1454563033476167,56.0,0.0,9344.0,0.562,259015965.0,259015965.0,-15.0
0.515474796295166,-0.03116658888757229,-0.1192240566015244,0.515474798147618,-0.03116658912025173,-0.1192240588022485,100.0,2.0,9346.0,0.53,259015970.0,259015970.0,-13.0
0.4918734133243561,-0.02982576563954353,-0.09578611701726913,0.4918734020988112,-0.02982576655956291,-0.0957861156790255,63.0,4.0,9347.0,0.502,259015975.0,259015975.0,-11.0
0.5456110835075378,-0.0347093753516674,-0.1464915722608566,0.5456111037004087,-0.03470937403938352,-0.1464915795280267,55.0,0.0,9364.0,0.5660000000000001,259016021.0,259016021.0,-15.0
0.5173076391220093,-0.03309014067053795,-0.1196739599108696,0.5173076315324036,-0.03309014110309494,-0.1196739609109362,100.0,2.0,9366.0,0.532,259016025.0,259016025.0,-13.0
0.4976439774036408,-0.03191954642534256,-0.09693097323179245,0.4976439788733129,-0.03191954594914385,-0.09693096965128477,62.0,4.0,9367.0,0.508,259016030.0,259016030.0,-11.0
0.535842776298523,-0.03606033697724342,-0.1439033895730972,0.5358427629553572,-0.03606033833066459,-0.1439033890770015,56.0,0.0,9385.0,0.556,259016076.0,259016076.0,-15.0
0.5171828866004944,-0.03498594462871552,-0.1196739599108696,0.517182875447077,-0.03498594609526918,-0.1196739609109362,59.0,2.0,9387.0,0.532,259016081.0,259016081.0,-13.0
0.4936061501502991,-0.03347759321331978,-0.09616773575544357,0.4936061362924629,-0.03347759273372285,-0.09616773366977859,63.0,4.0,9388.0,0.504,259016085.0,259016085.0,-11.0
0.5376406311988831,-0.03806699812412262,-0.1444210261106491,0.5376406517725554,-0.03806699979707866,-0.1444210271672066,56.0,0.0,9405.0,0.558,259016131.0,259016131.0,-15.0
0.5228890776634216,-0.03720597550272942,-0.1210236698389053,0.5228890775510775,-0.03720597460477775,-0.1210236672369994,100.0,2.0,9407.0,0.538,259016136.0,259016136.0,-13.0
0.4934862852096558,-0.03520039469003677,-0.09616773575544357,0.4934862704685097,-0.03520039573498385,-0.09616773366977859,63.0,4.0,9408.0,0.504,259016140.0,259016140.0,-11.0
0.5375114679336548,-0.0398496724665165,-0.1444210261106491,0.537511460921409,-0.03984967114169934,-0.1444210271672066,56.0,0.0,9424.0,0.558,259016187.0,259016187.0,-15.0
0.5111026763916016,-0.03807118907570839,-0.1183242574334145,0.5111026857539434,-0.03807118847685357,-0.118324254584873,60.0,2.0,9426.0,0.526,259016191.0,259016191.0,-13.0
0.5051136612892151,-0.03771372511982918,-0.0984574407339096,0.5051136576422638,-0.0377137250085591,-0.09845744161429712,61.0,4.0,9427.0,0.516,259016196.0,259016196.0,-11.0
0.5335170030593872,-0.04142658412456513,-0.1433857530355454,0.5335169767711487,-0.04142658459161112,-0.1433857509867965,57.0,0.0,9444.0,0.554,259016242.0,259016242.0,-15.0
0.5129095315933228,-0.04000657796859741,-0.1187741532921791,0.5129095177760264,-0.04000657791535767,-0.1187741566935607,60.0,2.0,9446.0,0.528,259016246.0,259016246.0,-13.0
0.5167226195335388,-0.04039473459124565,-0.1007471531629562,0.5167226310087214,-0.0403947330625973,-0.1007471495588157,60.0,4.0,9447.0,0.528,259016251.0,259016251.0,-11.0
0.5372125506401062,-0.04369496926665306,-0.1444210261106491,0.5372125431906641,-0.04369496939680662,-0.1444210271672066,56.0,0.0,9465.0,0.558,259016297.0,259016297.0,-15.0
0.518586277961731,-0.04236219450831413,-0.1201238632202148,0.5185862530559003,-0.04236219629202914,-0.1201238630196239,59.0,2.0,9467.0,0.534,259016302.0,259016302.0,-13.0
0.5009174346923828,-0.04100687801837921,-0.09769420325756073,0.50091743630044,-0.04100687986146451,-0.09769420563279094,62.0,4.0,9468.0,0.512,259016306.0,259016306.0,-11.0
